uid,label,cluster,sev,global_tercile,group
xrjm4t8b,0,2,2.9582,-1,1
p6nlnqbu,0,2,3.0605,-1,2
4kzrezrd,0,2,3.4347,-1,1
yxyur4so,1,2,2.7086,1,2
r8wm9lbb,0,2,3.0207,-1,2
4m0a6mdm,0,2,3.1832,-1,1
mmxixv6c,1,2,3.3087,2,1
kmalq5u6,1,2,2.5352,0,2
jzv9nou3,0,2,3.0967,-1,0
dyms1mwn,1,2,2.4035,0,0
pr424tkb,0,2,3.1185,-1,0
9oi0d4dm,1,2,3.2919,2,1
c2rh2xk2,1,2,2.5193,0,2
pthowq1g,0,2,3.2008,-1,0
az5uh80q,0,2,3.0945,-1,2
7tw1puws,1,2,2.6337,0,2
nffykpl3,1,2,2.8132,1,1
cho3xjvo,1,2,2.3993,0,0
egi3qupx,0,2,3.3882,-1,2
bfej2xg4,0,2,3.1299,-1,1
8ra4dv56,0,2,2.579,-1,0
onxd70fe,1,2,2.4822,0,0
07s387j5,0,2,3.0242,-1,0
ie3lvo0i,1,2,3.2589,2,1
pfg8pjvr,0,2,3.0492,-1,1
n8lpy857,0,2,2.8365,-1,0
nz3a8v4x,0,2,2.9355,-1,2
7y2itl8n,1,2,3.0492,2,1
3e54n6o9,1,2,2.6465,0,2
jd3ih66w,1,2,2.8078,1,1
51ob537q,1,2,2.5445,0,2
o4z533zs,0,2,3.1885,-1,1
mv30qabx,0,2,3.5057,-1,1
w2eowlcf,0,2,2.9498,-1,1
s8314y2l,1,2,2.5812,0,2
r0jy32ho,0,2,3.2679,-1,2
g585i87x,1,2,2.8052,1,1
w69hzgop,1,2,2.5257,0,2
jdn8ezp7,1,2,2.3317,0,0
qyezg52k,1,2,2.325,0,0
re4v9kyp,0,2,2.6409,-1,2
ofkjw6ny,0,2,2.9639,-1,0
qaelyyzz,0,2,3.0659,-1,0
0jdcli69,1,2,2.4818,0,0
78v0bjwk,1,2,2.7764,1,1
on8uujs7,1,2,2.3691,0,0
5eltfebe,1,2,2.6951,1,2
5407k5w1,1,2,3.2625,2,1
jl6l91f4,0,2,3.5504,-1,0
x2bfibjz,0,2,2.8687,-1,0
p97bmzrr,1,2,2.467,0,0
45ed5ggs,0,2,3.4483,-1,1
j6vv8suo,1,2,3.0408,2,1
c1y5ayyo,1,2,2.8261,1,1
v84fc3xq,1,2,2.6223,0,2
8va8x8l0,1,2,2.5085,0,0
08uhbxlb,1,2,2.804,1,1
c8nog85d,0,2,3.6854,-1,1
4f2k1xer,1,2,2.5823,0,2
p3lyex3s,1,2,2.9471,1,1
r5rup13w,1,2,2.9986,1,1
ppbmqiyf,0,2,2.5916,-1,0
rwskp6rf,0,2,3.6386,-1,1
e64skbcb,1,2,2.886,1,1
dpdxujjc,0,2,2.9102,-1,1
sexggoc5,1,2,2.2364,0,0
kvqywj85,1,2,3.1363,2,1
gg0v5dta,1,2,2.5922,0,2
egry58vr,1,2,2.5163,0,2
w9myyoke,1,2,2.4895,0,0
aea84hxx,0,2,3.1298,-1,1
pw2gkqra,1,2,2.5355,0,2
ffz8q4vh,0,2,3.267,-1,1
u4bawz94,0,2,2.9613,-1,0
0vtkrrvw,1,2,2.7084,1,2
y3rztplc,1,2,2.5752,0,2
6prr7mza,1,2,2.742,1,2
kgmih6mv,1,2,2.5876,0,2
4xekz83y,0,2,3.1837,-1,0
0224wk0y,1,2,2.3683,0,0
ehvdo9kh,1,2,2.2283,0,0
ba5mf36b,0,2,3.1179,-1,0
cpweijmm,1,2,2.2541,0,0
b5jfysyz,0,2,3.1979,-1,1
7pq4ddv2,0,2,3.1517,-1,1
83bdw56f,0,2,2.9953,-1,0
kps0dxme,0,2,2.6918,-1,1
4po1i3ms,1,2,2.6063,0,2
dn1mxf1p,0,2,2.963,-1,1
i2ooq42n,1,2,2.5464,0,2
bfa37dl9,0,2,2.6002,-1,1
fc1xx6cw,1,2,2.1897,0,0
zxskoytk,1,2,2.3954,0,0
06akt7zq,1,2,2.7373,1,2
ht2xz52o,1,2,3.3107,2,1
hkbm00e9,0,2,3.4272,-1,0
kdts1fb2,1,2,2.7973,1,1
vi109dcn,0,2,2.9798,-1,2
wmbxek0q,1,2,2.5752,0,2
929u6wtv,1,2,2.5724,0,2
mk2zyzsi,1,2,2.3895,0,0
lu3ndz3c,0,2,2.7555,-1,0
c5rqnsvs,0,2,2.8305,-1,0
ojrpp7r9,1,2,2.736,1,2
3fezez5e,0,2,3.0145,-1,2
hr07n8vo,0,2,2.9424,-1,2
eubfn9kr,0,2,3.0651,-1,2
2fvb66h3,1,2,2.6888,1,2
rem5puu6,1,2,1.9904,0,0
2rzv1sqq,1,2,2.2828,0,0
q5l2xoio,1,2,2.8902,1,1
t860x5zu,1,2,2.9501,1,1
2zueugwu,0,2,3.6004,-1,1
bugr6e7g,1,2,2.8103,1,1
a2iz5p3v,1,2,1.8961,0,0
ob5apo4l,1,2,2.7813,1,1
jedgfjdl,1,2,3.1057,2,1
ogwlacol,0,2,2.844,-1,1
oln3eh1v,1,2,2.865,1,1
r1necqor,1,2,2.3289,0,0
oi5j8yit,1,2,3.1101,2,1
2kodwh8n,0,2,2.6002,-1,1
92tp6qaq,1,2,2.4269,0,0
3k8a7rv4,0,2,3.1463,-1,2
nmwvsb0u,1,2,2.6738,1,2
koefukpv,0,2,3.3141,-1,1
8lymj1qi,0,2,3.5334,-1,0
9mqvayxa,0,2,3.3078,-1,0
r6yo6z1t,1,2,2.5768,0,2
2xcb3yym,1,2,2.5126,0,0
33mg1zaq,1,2,2.4099,0,0
7qhak7md,1,2,2.2996,0,0
wkzirnk6,0,2,2.8444,-1,2
zhh3o5ur,1,2,2.7269,1,2
txuyucec,1,2,2.5712,0,2
juis2gy9,1,2,2.0255,0,0
ytjuq7x7,0,2,3.2698,-1,1
b7p9jyqn,1,2,3.4648,2,1
15ikpqah,0,2,2.9698,-1,2
cua09pci,1,2,2.4524,0,0
flwdr3vw,1,2,2.3661,0,0
mjdimbm2,1,2,2.3949,0,0
71w1wudc,0,2,2.8802,-1,0
bl4ce7pk,1,2,2.5021,0,0
wcyuknd1,1,2,2.7729,1,1
ivxan25w,1,2,3.1866,2,1
m72qlgdv,0,2,2.9692,-1,0
c2guwjp0,0,2,3.639,-1,1
qi2clp81,0,2,3.0161,-1,0
l51flmna,1,2,2.6688,1,2
vycs44ph,1,2,2.4308,0,0
h62myz9v,0,2,3.5932,-1,1
lu8wpfq2,0,2,2.79,-1,0
bhaiiwi0,1,2,2.5459,0,2
8l0hg9nc,0,2,3.2349,-1,2
bekgv1bb,1,2,2.4637,0,0
hg5zmtga,1,2,2.2264,0,0
46ayn2d7,0,2,2.9223,-1,0
ki3x7995,0,2,3.0761,-1,1
5cf72gnn,0,2,3.5427,-1,2
v9ibwgt2,0,2,2.5669,-1,2
lb25485h,0,2,3.9672,-1,2
cqxcs1xs,0,2,2.989,-1,0
rqlnzzrj,0,2,3.185,-1,1
o7vbhh5o,0,2,2.5497,-1,2
l5u7nted,0,2,2.7611,-1,2
qmvqwpqo,0,2,3.1882,-1,2
2lngixmc,1,2,2.4118,0,0
4sx27dcb,1,2,2.2731,0,0
om2zkf5b,1,3,2.8116,1,2
1sa3y5t3,0,3,3.2912,-1,0
7szpf9s9,0,3,3.7118,-1,2
ehwhg0u4,1,3,3.0682,2,1
3qlx3f2x,1,3,2.1317,0,0
hdcv4bkt,1,3,1.8596,0,0
cv1ltwbj,0,3,3.0224,-1,0
9uu2bl7a,0,3,3.1056,-1,2
mkoh109z,0,3,3.6381,-1,1
do0d3fvn,1,3,2.4981,0,0
v4kfq5dz,1,3,2.535,0,0
53x1f8s0,1,3,2.6115,0,2
x7m2mm4p,0,3,2.6685,-1,1
61nhvcfw,0,3,3.3739,-1,2
r2f5t82d,0,3,2.7966,-1,0
dl7fkndg,0,3,3.1346,-1,2
1jrj5xfe,0,3,3.8201,-1,1
ub4o47en,0,3,3.0108,-1,2
48nysj5y,1,3,1.9175,0,0
wx0i3a4k,1,3,2.4334,0,0
focnqdqx,0,3,3.4926,-1,0
6qd0771h,1,3,2.632,0,2
ll9rzrkb,1,3,2.838,1,2
fqxlbvn7,1,3,2.964,1,1
nprb58yj,0,3,3.1424,-1,0
wdcokz5s,1,3,2.4173,0,0
yj3d6m1f,1,3,2.6141,0,2
mpryfzmy,0,3,2.6837,-1,2
oa2vcywl,0,3,3.1471,-1,1
9700lfqf,0,3,3.6655,-1,2
5e8osaq3,0,3,2.7512,-1,0
eq8dh9pt,1,3,2.2578,0,0
fnm88ua3,0,3,3.2866,-1,1
a6s5zxqo,0,3,3.1759,-1,1
mts1egpg,0,3,3.1206,-1,2
vtn4ypkw,0,3,2.931,-1,0
7493dxwo,1,3,3.0177,1,1
r17dpubk,1,3,2.6733,1,2
piqnhqe8,0,3,2.6386,-1,2
6o3z0ani,1,3,2.4143,0,0
k5j42oi6,1,3,2.817,1,2
oafn33vm,1,3,2.2406,0,0
89i9gx32,0,3,3.1731,-1,0
uew9g6sp,1,3,2.8558,1,1
d2sw24wj,1,3,2.5557,0,0
t8hdpwvb,0,3,3.1589,-1,1
z7cn0eqw,1,3,2.5186,0,0
mi6kti22,1,3,2.9521,1,1
1xj7wwud,1,3,2.7562,1,2
qvdk6drn,1,3,2.2735,0,0
4orac8cy,0,3,3.3243,-1,2
nl63gagu,1,3,2.5568,0,2
vb99rwtf,0,3,3.1456,-1,1
07gbasf5,0,3,3.0917,-1,2
ehlh07jr,0,3,3.3118,-1,1
8mtk0rso,0,3,2.8892,-1,0
ggy5kov1,1,3,2.6887,1,2
l28r5p03,0,3,3.4769,-1,0
wvpunwcg,1,3,2.7866,1,2
bsvk3x8m,0,3,3.7056,-1,0
bgl2mcxn,1,3,2.6747,1,2
2elalq26,0,3,3.506,-1,0
unvsdkv5,0,3,3.3955,-1,0
4c6p1llh,0,3,2.9698,-1,0
2r9pegln,1,3,2.8855,1,1
ukx496k4,0,3,3.4124,-1,2
o67bxcd2,1,3,2.2902,0,0
0j1oulwo,1,3,2.5235,0,0
zq48enwb,1,3,2.3908,0,0
badlypgg,0,3,3.4172,-1,0
6n6975j2,1,3,2.4482,0,0
d8clw3jg,1,3,2.8029,1,2
eqe5158o,0,3,3.3081,-1,0
qesux9l0,0,3,3.1648,-1,0
ijkcu5x0,0,3,2.8034,-1,2
hc8cah3g,0,3,3.0196,-1,2
dhvs41lq,1,3,2.757,1,2
fs6hn95s,1,3,2.8736,1,1
2gkfl5xf,0,3,3.2303,-1,0
50i6gbxq,0,3,3.6198,-1,1
j7dpfssb,1,3,1.9267,0,0
jdx0pkov,1,3,2.8423,1,1
trpyx8hb,1,3,2.6481,0,2
bjcdiwzo,1,3,3.5099,2,1
d05jh2mk,1,3,2.0077,0,0
v0dszrk6,0,3,3.2918,-1,0
ilcg6far,0,3,3.4638,-1,2
mgjcy4v8,1,3,2.8143,1,2
urid3u94,1,3,2.6327,0,2
sgfdk0q0,1,3,2.8243,1,2
9jrnamz6,1,3,2.0359,0,0
146vey0a,0,3,2.7417,-1,0
94xfri09,0,3,3.5076,-1,1
m0g8w85y,1,3,2.693,1,2
6q8sjy5o,0,3,3.1836,-1,2
p9lbsmwp,0,3,3.7291,-1,1
q82k8ryq,0,3,3.1332,-1,1
f8wxkk2a,0,3,3.2665,-1,1
bkvblpxa,0,3,3.225,-1,2
jmk4x1fd,1,3,2.2025,0,0
j9hvchrm,0,3,3.6486,-1,0
3wp8djkl,0,3,3.2915,-1,1
uyluyhet,1,3,3.4242,2,1
kduwtn5p,0,3,3.1525,-1,2
epl7zqpp,1,3,2.9419,1,1
oau8p1wk,0,3,3.325,-1,2
isetuk1o,1,3,2.9956,1,1
oa35qbb3,1,3,2.6889,1,2
xmdkrlc0,0,3,3.1859,-1,2
y0bhf0ri,0,3,3.0022,-1,2
y4kl9ary,0,3,3.4493,-1,1
eavedhr3,0,3,2.9545,-1,2
pceo934t,0,3,3.3409,-1,2
3y4wpwg3,1,3,2.712,1,2
xg0trky8,0,3,3.077,-1,2
ryozdppb,1,3,3.1104,2,1
quakx6wb,0,3,3.1752,-1,1
68q0j9m4,1,3,3.0223,1,1
smzocxmz,1,3,2.795,1,2
mz2k1ko6,1,3,2.94,1,1
xnqxu71s,0,3,3.5197,-1,1
el8mwob4,1,3,2.3773,0,0
fdd7r193,0,3,2.9282,-1,1
0i6g61pc,0,3,3.2489,-1,2
we4c1v47,1,3,1.9313,0,0
lzn9uhjp,0,3,3.0764,-1,2
khf33guw,0,3,2.7762,-1,2
yh36motc,0,3,3.145,-1,2
g06xr3ur,1,3,2.6375,0,2
mwuecpnc,0,3,3.0391,-1,0
c2keivli,1,3,2.181,0,0
77jzc58c,1,3,2.1589,0,0
u47soczd,0,3,3.1732,-1,1
q7jbmjm1,0,3,3.1364,-1,0
ft07x5ic,1,3,2.5096,0,0
86z1b98v,0,3,3.0107,-1,2
wct8jbbs,0,3,3.2985,-1,1
xpk48ab1,0,3,3.4339,-1,0
3t4y0tb1,0,3,2.7536,-1,1
zppep69n,0,3,2.9658,-1,0
gpcivi05,0,3,3.0778,-1,0
2u9az3ce,1,3,2.9889,1,1
gbmxikvr,0,3,3.3837,-1,1
ecjtr0m6,0,1,3.8843,-1,2
hz72kxsj,0,1,3.7703,-1,1
zsb6zwkh,1,1,3.0681,2,2
e9i0hn3f,1,1,2.5626,0,0
9zxqerbk,1,1,4.599,2,1
n3dkvr5n,1,1,3.4206,2,1
bhgpbktm,0,1,3.7923,-1,0
av6763v1,1,1,3.2218,2,2
m3pp00cd,0,1,4.0041,-1,0
nzy47quu,0,1,4.1709,-1,0
sfn07ea2,0,1,4.0442,-1,2
8ditmown,1,1,3.3597,2,1
x23veulj,1,1,4.2335,2,1
gqpq8r4h,0,1,4.0005,-1,1
c7jvlcg1,1,1,3.4645,2,1
j5ewfwbe,0,1,4.0453,-1,1
by4ubzcz,0,1,3.3609,-1,2
jjy4mzvm,0,1,3.4339,-1,0
cpsiln3o,1,1,4.0476,2,1
x5fl2mox,0,1,4.1764,-1,1
q9wfb76a,0,1,4.5756,-1,1
v3s2sumh,1,1,4.6827,2,1
3b0n9cc7,0,1,4.0663,-1,0
isutp04s,0,1,3.5025,-1,0
brspj4ki,1,1,3.8251,2,1
i1nq0ei0,0,1,3.3546,-1,1
5nms6xvq,0,1,3.5789,-1,1
pu3et1ov,0,1,3.2969,-1,1
ejklcp9u,1,1,2.8304,1,2
w165aejt,1,1,2.981,1,2
70ebpy9e,0,1,3.5592,-1,2
576mouze,0,1,4.1303,-1,2
66vw9b0m,0,1,3.956,-1,2
qoq4kreg,1,1,3.4263,2,1
167d6vnx,0,1,4.1038,-1,0
npsv8dkm,0,1,3.7673,-1,0
u6u4pllg,1,1,3.464,2,1
f309hsuw,0,1,3.7407,-1,0
dkejp5k7,1,1,2.8464,1,2
917xfh41,0,1,3.8281,-1,2
a68t2a3a,0,1,4.1189,-1,0
h7u0s3kd,1,1,3.312,2,2
z4ppj590,1,1,3.8066,2,1
emc20lsj,0,1,3.7684,-1,1
ws1zl7p7,0,1,3.8431,-1,2
2l4x5bwa,1,1,3.6073,2,1
en7yjf30,0,1,3.797,-1,0
kh5840ac,1,1,2.3785,0,0
uhgpjnvw,0,1,4.1862,-1,1
rxgkikr2,1,1,2.9813,1,2
omrde51k,0,1,3.7553,-1,1
8lxeqlez,0,1,4.1392,-1,1
z1r2roik,1,1,3.0919,2,2
s62c1jlo,1,1,2.9029,1,2
po6j0m3l,1,1,3.0062,1,2
oufhw8wl,1,1,2.8871,1,2
va02dz61,1,1,2.926,1,2
txsnhft4,1,1,3.0027,1,2
i26lh07b,0,1,3.611,-1,1
a7dorfki,0,1,3.3251,-1,0
1ije2xe0,1,1,3.1401,2,2
jdcz1oa3,0,1,4.7108,-1,1
vf02gvll,1,1,2.8625,1,2
sajhjxqk,0,1,3.3672,-1,1
d8ur6tia,0,1,3.2453,-1,1
rontdi9o,0,1,3.6415,-1,1
inuxl39d,1,1,3.7433,2,1
g5rifwr0,1,1,3.8773,2,1
ui1jlmfl,1,1,3.1294,2,2
uoay12tl,0,1,3.9776,-1,1
xlzs49cd,1,1,2.8088,1,0
zn1f0fp8,1,1,3.0194,1,2
bpg2r0to,0,1,3.7715,-1,2
kpk7yswn,1,1,2.9981,1,2
xfshwzsj,1,1,2.7606,1,0
q77z4es3,1,1,3.1759,2,2
aofc9lgy,0,1,3.1809,-1,1
tlcqfmui,0,1,3.5248,-1,2
w7j35vlw,1,1,3.6024,2,1
ojtxcf0k,0,1,4.1412,-1,1
jd2v1l1v,0,1,4.0597,-1,2
j35yrg29,1,1,3.0624,2,2
d2ff5l6b,0,1,4.094,-1,2
spxlseun,0,1,3.7109,-1,0
nrlst548,0,1,3.7487,-1,1
84z4ur2y,0,1,3.6501,-1,1
upmanqy0,1,1,3.6163,2,1
hu97ng0a,0,1,3.5788,-1,2
psaldnj7,1,1,3.7443,2,1
vbjrbzjw,1,1,2.7533,1,0
83579wrr,1,1,3.3921,2,1
513bb6f0,0,1,3.4657,-1,2
5ep4cwcd,0,1,3.6655,-1,1
t9gwa44l,0,1,3.4131,-1,2
z6v7s7o4,0,1,3.9756,-1,1
yc3s0dpj,1,1,3.2277,2,2
hsg04ajm,0,1,4.0196,-1,2
muzuqed0,0,1,3.4374,-1,1
gv812hnc,1,1,3.6233,2,1
0i4x6g1e,0,1,3.7775,-1,2
bzgflig5,1,1,3.6224,2,1
gkzjrumx,1,1,3.5986,2,1
qw3b4nth,1,1,4.5369,2,1
zm32hzs3,1,1,4.0002,2,1
2d1jqbex,0,1,5.0487,-1,0
gfvnnvbz,0,1,3.4396,-1,1
w5apmxd6,0,1,3.5633,-1,2
lqga3qup,0,1,4.0944,-1,2
o4jnmyk8,0,1,3.9762,-1,2
516sp18o,1,1,3.6328,2,1
bs7587h9,0,1,5.0604,-1,2
1el88l12,0,1,4.1687,-1,1
qfaf5kci,1,1,3.3774,2,1
hdiy4nrm,1,1,3.2698,2,2
qyz6y3z1,0,1,3.0659,-1,0
de1e1630,1,1,2.2572,0,0
pocr0vhv,0,1,4.2217,-1,1
1nm3v16x,1,1,4.0741,2,1
eghpmxpk,1,1,3.5788,2,1
n3b8pfy4,1,1,4.3017,2,1
qcyd52al,0,1,3.7212,-1,2
unqr8o1k,1,1,3.1571,2,2
jwv2qnrm,1,1,3.6741,2,1
tn29tnyf,1,1,3.7729,2,1
m7vh30qb,1,1,2.7608,1,0
kern6yjm,0,1,3.7113,-1,0
k3tgmalw,0,1,3.8572,-1,2
vmb0idd0,1,1,2.7624,1,0
wpj8yi34,1,1,2.4105,0,0
0sqcnf9w,0,1,3.5645,-1,2
5n9c70pa,1,1,3.4269,2,1
8jx54peg,0,1,4.206,-1,2
jks4i2nr,1,1,3.841,2,1
1p02jyv6,0,1,2.9035,-1,1
yjoaoejv,1,1,3.3726,2,1
9lhalckz,1,1,3.958,2,1
3vwlo7am,1,1,2.4286,0,0
mpq0hzyj,0,1,4.1545,-1,2
b48wumh9,0,1,3.6294,-1,2
nklybwgm,1,1,2.8381,1,2
p9a9uri7,1,1,3.1297,2,2
ev4dh9ug,0,1,3.6324,-1,1
f10oo1pv,0,1,3.8222,-1,1
lnd581lt,1,1,2.7297,1,0
o4rq3q7g,1,1,3.5203,2,1
ktmqg6nx,0,1,4.1474,-1,0
9owwew9v,0,1,3.931,-1,0
08liuqdn,1,1,4.2751,2,1
05xt54fn,0,1,4.0467,-1,0
5g77lk6h,1,1,3.2515,2,2
qiv929se,1,1,3.0605,2,2
vl7fq8ab,1,1,3.4818,2,1
y595cpjz,1,1,3.2373,2,2
e1xtar0k,1,1,4.3501,2,1
o31nzsxp,1,1,2.9521,1,2
efj31ego,0,1,3.3474,-1,0
m62hdxc6,1,1,3.2468,2,2
rijkq2zu,0,1,3.246,-1,2
v1fkhnnk,0,1,3.4792,-1,1
8fwrpk0z,0,1,3.7196,-1,0
fknwbhkv,0,1,3.4951,-1,0
jz09owgm,1,1,3.3628,2,1
f4ln5rgs,1,1,3.5196,2,1
g6a8mlik,0,1,3.9475,-1,2
22xmq664,1,1,3.6116,2,1
42sihxod,0,1,3.6246,-1,1
lctt058c,1,1,3.3612,2,1
uij0yxiy,1,1,2.905,1,2
qbvtdg3c,1,1,2.6347,0,0
6scivuqt,1,1,3.1436,2,2
2lwhedht,1,1,4.7871,2,1
hruu5e51,0,1,3.8369,-1,1
h3wqa1vr,0,1,3.3655,-1,0
gss8k5ij,0,1,3.5593,-1,2
ulp98rl9,0,1,3.4905,-1,1
qfcpk7pw,1,1,3.5899,2,1
tg21hslt,1,1,2.8211,1,0
dkvuff12,1,1,2.5122,0,0
4vf89x22,0,1,3.6876,-1,0
j7q4kfmm,0,1,3.3403,-1,1
0qpop1o8,1,1,3.1557,2,2
m291azhz,1,1,4.2568,2,1
knl2luhh,1,1,2.561,0,0
s4dilrzq,1,1,2.6594,1,0
8bxy6rkv,0,1,3.9989,-1,1
ndxjn7de,1,1,3.1637,2,2
0l1offkh,1,1,3.945,2,1
diu1jtka,0,1,3.1688,-1,2
1c2zl46q,0,1,3.7314,-1,0
5gqqlyzj,0,1,4.0174,-1,2
0aeoorbt,1,1,2.8043,1,0
6sapbs22,1,1,3.1572,2,2
ruw0u92t,1,1,2.7131,1,0
24d7v911,1,1,3.4605,2,1
pjq50xcx,0,1,3.915,-1,2
msy3paua,1,1,3.3715,2,1
3aipjiyl,1,1,2.5509,0,0
qx1um55f,1,1,4.5982,2,1
1hgav42t,1,1,3.4201,2,1
8llihkpj,1,1,3.0598,2,2
7hme6p4n,0,1,3.4809,-1,0
p00nqohn,0,1,3.9102,-1,0
3dg60e1e,0,1,4.0017,-1,0
rv0lg92m,1,1,2.5656,0,0
jeqa2o4m,1,1,3.5356,2,1
84p4k9dx,0,1,3.8057,-1,2
oq8jxlfi,0,1,3.6619,-1,0
uefz1c25,1,1,3.3709,2,1
xnofg780,0,1,3.6663,-1,0
3g5dfrlw,1,1,3.4453,2,1
6jl2l5b5,0,1,3.3001,-1,0
6bnvsfa6,1,1,2.8412,1,2
d9er94te,1,1,2.757,1,0
vwlq6exn,1,1,3.7429,2,1
wzr04hhe,1,1,4.3658,2,1
7icdo5di,1,1,2.484,0,0
gxl9ysu5,0,1,3.7014,-1,0
1epxu7b6,0,1,3.9025,-1,0
nbhgfb2f,1,1,3.2775,2,2
lurmw3uq,0,1,4.6042,-1,1
hwtek17m,1,1,2.9254,1,2
6j3rtxym,0,1,4.2149,-1,0
scnx8eiq,0,1,4.1339,-1,1
etk5lp9c,0,1,4.5096,-1,0
5so79h4h,0,1,3.5598,-1,0
a0mvf4s2,1,1,2.4738,0,0
ni8tndfw,1,1,2.7954,1,0
w41f7v4k,1,1,2.9174,1,2
88k686qe,0,1,3.2632,-1,1
7ajul7w8,1,1,3.9624,2,1
cof3138i,1,1,3.3331,2,2
2xog4c8j,1,1,3.8369,2,1
6e07fpy1,0,1,3.7644,-1,1
aeldwqxk,1,1,3.7378,2,1
e0qc96mj,1,1,2.7503,1,0
9n6eqv5y,0,1,4.2344,-1,1
21id9vvn,0,1,4.0871,-1,0
5x48pw5k,1,1,2.8258,1,0
0jjsp49c,1,1,3.7745,2,1
d3irvxd2,0,1,4.0547,-1,1
zu4ns7nv,0,1,3.8016,-1,2
v28ue1my,0,1,3.6107,-1,2
6po0m24u,0,1,3.9575,-1,1
s73w1yau,1,1,3.1572,2,2
a8d7204j,0,1,3.1348,-1,0
3m9iqbq9,0,1,2.8298,-1,0
j2h1tlom,0,1,4.0414,-1,0
344mw04i,1,1,3.8803,2,1
3dzxlrgn,1,1,3.2315,2,2
jzm3618l,0,1,3.9613,-1,0
eu6zu1to,1,1,3.0528,2,2
zhdv5ojz,1,1,3.8863,2,1
to7d835k,1,1,2.8623,1,2
uc9pbtyj,0,1,3.293,-1,1
r39iixha,1,1,2.7695,1,0
iaw4otuo,0,1,3.5589,-1,2
4uw590z9,0,1,3.5333,-1,0
2jn67lm8,0,1,3.5175,-1,2
e49ite92,1,1,4.1616,2,1
srl3vzzx,0,1,3.8688,-1,0
t9qubwrp,0,1,4.0622,-1,2
8guucm5f,0,1,4.0966,-1,2
yczu80zr,0,1,4.05,-1,0
z79hqtyl,1,1,3.7993,2,1
u58ftyla,0,1,4.1985,-1,2
vzme9wt0,1,6,4.4219,2,1
0iv1ggxr,0,3,3.3339,-1,1
ed8u8noz,0,6,4.4501,-1,2
emdmz5rg,0,3,3.0795,-1,2
oi9wm1sa,1,6,2.9506,1,0
v9cng8ta,1,6,2.5559,0,0
na6u48gw,1,6,4.0998,2,1
ghm56vu6,1,6,3.3636,2,2
z5gf3bbt,0,6,3.743,-1,0
873lkmgs,1,6,3.6831,2,2
6rv9777t,0,6,2.8996,-1,1
nqetmni3,0,6,2.6996,-1,1
gom6736z,0,6,3.9857,-1,0
4dsxlsut,1,6,3.7224,2,1
othlqh7p,1,3,2.775,1,2
pcaduvl9,1,3,3.1698,2,1
11zsb8lv,1,6,3.0734,2,0
6tx0tbkg,0,6,2.4019,-1,2
8b350sgn,1,3,2.7278,1,2
z6d86zch,0,6,3.6088,-1,0
hxa7hy7a,0,6,4.483,-1,0
i33993n4,1,6,3.481,2,2
bfiy5pu5,1,3,2.8743,1,1
wh50jyoo,1,6,4.2609,2,1
k63rvwoz,1,6,2.2586,0,0
qxiwe6rg,0,6,3.5791,-1,1
l7jy7otk,0,6,3.4624,-1,1
ude358tr,1,6,2.4168,0,0
e9qdi3g1,0,6,3.2775,-1,0
3iwpfvb7,1,6,5.11,2,1
1ghlu8m8,1,6,3.3773,2,2
7mhxofkc,1,6,4.6361,2,1
ggxp5cit,1,6,3.0744,2,0
uf8cyotw,1,6,4.2303,2,1
g7nfdinu,0,6,3.2278,-1,0
31eiwucx,0,6,3.7689,-1,2
67xkwq0y,0,6,3.1574,-1,1
wm9q7ftm,1,6,3.3909,2,2
fwg895na,1,6,3.3414,2,0
2fqztio4,1,6,3.6613,2,2
m7pp0pnn,0,6,3.691,-1,2
lo0hhgh5,1,6,3.6678,2,2
xw6t1oxh,0,6,2.9003,-1,2
fdxk31wb,0,6,3.1625,-1,1
htfnsgpy,0,6,3.1302,-1,2
8257ge0q,0,4,3.0545,-1,0
uz2z0kdn,1,0,2.7672,1,2
upcj8mo7,0,3,3.3221,-1,1
65efuxq9,1,3,2.1611,0,0
njc2goui,0,3,3.7322,-1,1
fezac2ex,0,4,3.3794,-1,2
va5e742g,0,3,3.4573,-1,0
rrdnwt2f,1,3,4.1781,2,1
es5cs9ui,1,3,2.4508,0,0
14nijcp5,0,3,3.702,-1,0
2ay7ov50,0,3,3.5893,-1,0
ew25x1fv,1,3,3.3136,2,1
k1pbcd6f,1,3,2.0868,0,0
xnoq37kt,0,3,4.2947,-1,1
ll8sn5yz,0,3,3.9446,-1,1
7vxuqdrm,0,3,4.0073,-1,0
swjjjksl,0,3,2.981,-1,2
66uml3so,0,3,3.4257,-1,0
jpx16f1k,1,3,2.4448,0,0
yntl2ug0,1,3,2.2121,0,0
5wh23gxr,1,3,2.8476,1,1
irjutfvj,0,4,3.0469,-1,2
839ag77q,1,0,2.7944,1,2
9vjuhbp9,1,4,2.8104,1,2
vrnegn2b,1,7,3.2938,2,1
4jtj27yh,1,4,2.8778,1,1
6uamwjpi,1,3,2.8213,1,2
wujt4ftl,0,3,3.8365,-1,2
h33hw8d0,1,3,2.6988,1,2
9jrd4hqf,1,4,2.7262,1,2
ghdiluvn,1,4,2.7409,1,2
hdczp0nw,1,3,2.6263,0,2
ntj5r2sl,1,3,2.7759,1,2
rw4vnzvz,1,3,2.6627,1,2
n2hloiki,1,3,3.2404,2,1
vqa7izq2,0,0,3.2276,-1,2
nmnr06dj,1,0,2.5869,0,0
